Year,URN,Rationalised_School_Type,Yr_Group,Pupils,Actual/Projection/Historic,Phase
202324,146728,02 - Mainstream - Primary,N 1,16.0,Actual,Early Years
202324,146814,02 - Mainstream - Primary,N 1,16.0,Actual,Early Years
202324,147822,02 - Mainstream - Primary,N 1,16.0,Actual,Early Years
202324,147830,02 - Mainstream - Primary,N 1,16.0,Actual,Early Years
202324,148068,02 - Mainstream - Primary,N 1,16.0,Actual,Early Years
202324,148321,02 - Mainstream - Primary,N 1,16.0,Actual,Early Years
202324,148464,02 - Mainstream - Primary,N 1,16.0,Actual,Early Years
202324,148513,02 - Mainstream - Primary,N 1,16.0,Actual,Early Years
202324,149286,02 - Mainstream - Primary,N 1,16.0,Actual,Early Years
202324,150349,02 - Mainstream - Primary,N 1,16.0,Actual,Early Years
202324,150414,02 - Mainstream - Primary,N 1,16.0,Actual,Early Years
202324,151005,02 - Mainstream - Primary,N 1,16.0,Actual,Early Years
202627,100232,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,100422,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,110450,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,114393,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,115875,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,126350,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,131879,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,138541,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,138927,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,138994,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,140928,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,141951,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,142924,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,143001,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,143178,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,143262,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,143383,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,143612,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,143847,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,143908,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,144978,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,145324,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,145765,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,146550,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,146677,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,146708,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,147822,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,148321,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,149931,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,151005,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202627,151167,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,103684,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,107340,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,108584,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,111601,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,112217,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,112915,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,114424,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,114491,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,114511,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,123752,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,126350,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,131879,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,135136,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,137986,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,139279,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,140527,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,140790,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,140914,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,141020,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,141193,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,142765,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,142774,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,143140,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,143160,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,143336,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,143383,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,143847,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,143908,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,144757,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,145710,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,146778,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,148874,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,150324,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202728,151167,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,100422,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,104070,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,108758,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,114393,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,115875,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,116702,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,123410,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,131414,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,131879,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,136354,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,137477,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,138994,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,139514,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,139770,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,140152,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,140452,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,140527,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,140928,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,141880,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,142886,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,143001,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,143178,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,143262,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,143469,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,143997,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,144978,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,145324,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,146263,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,146677,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,146708,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,148013,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,148321,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,151005,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202526,151167,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,103684,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,105001,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,107938,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,108758,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,113130,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,114154,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,114393,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,115875,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,121993,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,123410,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,131879,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,133300,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,136354,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,138330,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,138994,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,139514,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,140452,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,140527,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,141760,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,142663,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,142993,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,143001,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,143183,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,143262,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,143503,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,143973,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,144058,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,144757,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,144978,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,145324,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,146095,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,146223,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,146550,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,146677,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,146814,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,147822,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,147830,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,148595,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,149680,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,149978,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,150414,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
202425,151005,02 - Mainstream - Primary,N 1,16.0,Projections,Early Years
201920,102755,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,104325,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,107431,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,117171,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,117255,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,119329,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,123424,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,126240,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,131815,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,131852,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,133300,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,133701,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,134471,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,136354,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,136598,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,138714,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,138995,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,139491,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,139724,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,139915,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,139968,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,140610,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,141406,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,141582,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,141611,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,141877,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,143096,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,143655,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,144757,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,145760,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,146846,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,147242,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,149329,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,149609,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,150090,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
201920,150663,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,100441,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,104325,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,104869,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,104997,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,105090,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,105448,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,107901,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,110276,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,111133,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,113216,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,119323,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,122002,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,131800,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,131815,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,131842,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,135076,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,136598,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,138078,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,138209,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,139752,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,140170,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,141076,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,141611,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,141877,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,142137,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,142139,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,142326,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,143093,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,143199,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,143215,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,143218,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,143449,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,143908,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,144371,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,144757,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,145623,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,145656,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,145740,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,146409,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,147257,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,147738,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202021,150118,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,102328,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,102582,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,103684,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,103823,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,104065,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,104325,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,104678,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,110206,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,112287,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,112570,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,112660,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,113240,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,114087,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,117171,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,119323,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,121461,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,122266,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,123364,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,131021,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,131271,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,136280,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,138021,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,138055,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,138209,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,138306,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,138330,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,138420,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,138995,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,139279,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,139523,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,139583,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,140236,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,141734,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,141880,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,142235,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,143215,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,144064,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,144927,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,144978,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,145086,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,145248,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,145628,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,145698,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,145967,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,146778,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,147846,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,148595,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,149732,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202122,150084,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,100335,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,101116,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,102328,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,102755,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,104474,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,105214,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,105502,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,107938,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,110276,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,111001,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,112348,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,112675,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,113716,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,115859,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,116811,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,118754,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,119502,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,123364,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,130940,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,131580,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,131800,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,137126,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,137756,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,138591,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,138742,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,138772,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,139300,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,139467,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,141076,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,141637,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,141760,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,141877,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,142182,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,142813,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,142944,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,143096,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,143215,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,143262,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,143573,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,144757,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,144905,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,144915,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,144918,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,145984,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,146681,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,147709,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,148013,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,148138,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,148258,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,148469,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,149030,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,149575,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,149609,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,150084,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,150301,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202223,150349,02 - Mainstream - Primary,N 1,16.0,Historic,Early Years
202324,107970,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,111282,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,114527,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,115108,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,119129,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,122994,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,126183,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,136952,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,138047,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,138927,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,139491,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,139915,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,142019,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,142200,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,142235,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,142774,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,143160,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,144722,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,145012,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,145695,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,145797,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,146862,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,148974,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,149453,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
202324,150014,02 - Mainstream - Primary,N 1,13.0,Actual,Early Years
201920,104678,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,108339,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,108579,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,111039,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,111601,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,112127,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,112348,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,112675,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,119132,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,120954,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,125021,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,131480,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,138501,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,139263,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,140527,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,140538,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,141193,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,142249,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,142506,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,144324,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,144899,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,145628,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,145654,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,145764,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,146254,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
201920,149289,02 - Mainstream - Primary,N 1,13.0,Historic,Early Years
